app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Sample App 969,SOCIAL,4.3,76929,51M,"10,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 970,GAME,3.2,7908,96M,"100,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 971,COMMUNICATION,4.9,32319,31M,"10,000+",Free,$7.99,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 972,SHOPPING,2.6,41469,23M,"100,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 973,EDUCATION,3.5,58068,78M,100+,Paid,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 974,TRAVEL,3.4,54812,14M,"100,000+",Free,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 975,FINANCE,2.0,26730,39M,100+,Free,$3.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 976,EDUCATION,2.4,19189,32M,100+,Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 977,SOCIAL,4.0,47775,71M,"10,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 978,TRAVEL,4.1,28409,2M,"100,000+",Paid,$9.99,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 979,FINANCE,3.9,1287,75M,100+,Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 980,COMMUNICATION,2.0,32153,21M,100+,Paid,$8.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 981,SHOPPING,1.2,35793,36M,100+,Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 982,ENTERTAINMENT,2.6,87186,50M,"10,000+",Paid,$1.99,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 983,PRODUCTIVITY,2.8,99943,27M,"10,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 984,SOCIAL,4.8,97191,37M,"1,000,000+",Paid,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 985,FINANCE,2.5,16917,11M,"1,000,000+",Paid,$8.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 986,COMMUNICATION,2.1,66669,40M,"1,000,000+",Paid,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 987,GAME,3.3,67972,59M,"1,000,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 988,SOCIAL,3.5,17108,22M,"100,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 989,GAME,4.8,64416,19M,"10,000+",Paid,$10.99,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 990,HEALTH_AND_FITNESS,1.5,53982,23M,100+,Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 991,HEALTH_AND_FITNESS,1.1,52699,57M,"100,000+",Paid,$9.99,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 992,ENTERTAINMENT,1.8,88460,26M,"1,000,000+",Paid,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 993,FINANCE,4.5,44002,55M,"1,000+",Free,$10.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 994,HEALTH_AND_FITNESS,2.4,28466,34M,"1,000,000+",Free,$2.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 995,PRODUCTIVITY,4.3,62098,5M,100+,Free,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 996,PRODUCTIVITY,3.4,23091,69M,"1,000,000+",Paid,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 997,SOCIAL,4.7,59714,8M,"100,000+",Free,$9.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 998,COMMUNICATION,4.9,85054,20M,"1,000+",Paid,$3.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 999,SHOPPING,4.1,29850,78M,"10,000+",Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 1000,FINANCE,4.9,59463,39M,100+,Paid,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
